vendor_name,Category,Location,Price Tier,Price (LKR),Rating (out of 5),Experience (Years),Weddings Completed,Response Time (Hours),Verified,Number of Packages,Social Media Followers,Repeat Client Rate,Recommended
Nalin Visual Arts,Photographers,Matara,Budget,16300,3.4,6,131,9.2,No,2,3416,0.22,No
Dilini Makeup & Bridal,Attire & Beauty,Anuradhapura,Budget,46200,3.4,3,81,4.5,No,3,3535,0.25,Yes
Dream Decor Creations,Decorators,Colombo,Budget,128400,3.7,1,24,10.6,No,2,5489,0.36,No
Crystal Clear Photography,Photographers,Jaffna,Mid-Range,76900,3.7,4,53,13.5,Yes,3,21301,0.33,No
Nelum Decorators,Decorators,Kegalle,Mid-Range,139600,3.2,1,35,24.0,Yes,4,20032,0.25,No
Suranga Bridal House,Attire & Beauty,Galle,Budget,30800,2.9,11,250,19.5,No,1,2839,0.14,No
Premier Events Lanka,Entertainment,Kurunegala,Mid-Range,104600,3.9,2,32,7.3,Yes,3,22030,0.34,No
Chaminda Lens Studio,Photographers,Mannar,Budget,27600,3.9,4,59,18.6,No,2,5349,0.4,No
Euphoria Band Lanka,Entertainment,Gampaha,Budget,38400,2.7,17,249,24.7,No,2,7045,0.14,No
True Story Photography,Photographers,Galle,Mid-Range,417500,3.9,4,40,22.2,Yes,2,16911,0.32,No
Elegant Touch Decor,Decorators,Mannar,Budget,62200,2.2,6,69,7.1,Yes,1,1457,0.08,No
Celebration Craft Lanka,Decorators,Kurunegala,Budget,37500,3.1,11,93,17.1,No,2,3933,0.16,No
White Rose Limo Lanka,Wedding Cars,Jaffna,Budget,15900,3.0,6,107,17.8,No,2,5227,0.24,No
Sugared Bliss Cakes,Wedding Cakes,Galle,Budget,23700,3.2,6,95,26.4,No,1,4122,0.23,No
Gala Events Sri Lanka,Entertainment,Gampaha,Budget,144300,3.1,7,103,19.8,No,3,4400,0.24,No
Amara Frames Lanka,Photographers,Colombo,Budget,102000,3.3,7,142,6.1,No,1,11324,0.2,No
Malini Catering Services,Catering,Hambantota,Mid-Range,318200,3.5,6,48,12.0,No,4,14710,0.24,No
Cinnamon Gardens Hall,Venues,Batticaloa,Budget,37500,3.8,5,60,13.4,No,1,12069,0.32,No
Lakshika Bridal Atelier,Attire & Beauty,Gampaha,Budget,44100,3.0,10,170,22.5,No,2,5274,0.23,No
The Cake Studio Lanka,Wedding Cakes,Jaffna,Budget,15900,3.1,12,203,23.0,No,2,3044,0.19,No
Nilmini Cake Designs,Wedding Cakes,Gampaha,Budget,18600,3.3,4,70,5.8,Yes,2,612,0.25,No
Prestige Cars Lanka,Wedding Cars,Gampaha,Budget,8000,3.2,15,241,17.8,No,1,6703,0.18,No
Glow Events Decor,Decorators,Matale,Mid-Range,131600,3.7,5,62,16.1,No,2,29472,0.31,Yes
Petal & Vine Decorators,Decorators,Colombo,Budget,34100,3.4,6,107,26.3,Yes,2,5853,0.21,No
Glimpse Photography,Photographers,Jaffna,Budget,78100,2.8,4,40,13.4,No,2,1238,0.16,No
Premasiri Catering,Catering,Kalutara,Budget,143500,3.0,15,241,33.5,Yes,1,518,0.16,No
Samitha Catering,Catering,Kandy,Budget,54300,3.1,12,278,20.7,No,3,7049,0.18,No
Ceylon Classic Car Hire,Wedding Cars,Hambantota,Budget,10300,3.1,9,147,25.3,No,1,899,0.15,No
Royal Elegance Decor,Decorators,Negombo,Mid-Range,134800,3.6,5,114,16.4,Yes,3,21687,0.23,No
Nelum Catering Lanka,Catering,Gampaha,Budget,47500,4.0,6,112,15.4,No,1,3293,0.36,No
Regal Capture Lanka,Photographers,Gampaha,Mid-Range,493300,3.6,4,108,18.9,Yes,3,5843,0.28,No
The Manor Lanka,Venues,Mannar,Budget,115100,2.5,12,107,10.1,No,1,6329,0.03,No
Fiesta Entertainment Lanka,Entertainment,Negombo,Budget,94600,3.6,1,20,21.0,Yes,4,4203,0.33,No
Suresh Visual Studio,Photographers,Galle,Budget,41400,3.5,3,34,16.4,No,3,9483,0.27,Yes
Dawn Light Photography,Photographers,Hambantota,Budget,99600,2.6,11,232,16.7,Yes,2,5651,0.14,No
Nirosha Band Lanka,Entertainment,Kandy,Mid-Range,79300,3.8,1,30,18.7,Yes,3,24122,0.3,No
Bloom Bridal Studio,Attire & Beauty,Kalutara,Mid-Range,105500,3.5,3,77,20.7,No,4,2765,0.24,No
Crown Motor Services,Wedding Cars,Colombo,Budget,13800,3.2,9,184,12.0,No,2,9026,0.25,No
Anoma Catering House,Catering,Galle,Budget,193700,3.3,3,61,19.9,No,2,9195,0.2,No
Grand Arrival Lanka,Wedding Cars,Kalutara,Mid-Range,22400,3.9,4,51,19.1,No,2,36027,0.34,No
Lakeview Banquet Lanka,Venues,Galle,Budget,22900,3.5,3,83,15.1,Yes,1,4678,0.32,No
Ceylon Feast,Catering,Nuwara Eliya,Mid-Range,246800,4.0,3,36,6.3,No,4,3298,0.33,No
Imara Lens Works,Photographers,Hambantota,Budget,91700,3.1,8,110,9.9,No,2,10337,0.23,No
Fondant Dreams Lanka,Wedding Cakes,Kandy,Budget,51700,3.7,10,154,12.7,No,4,5080,0.3,No
Sandun Photography,Photographers,Kegalle,Budget,103900,3.2,4,54,9.0,Yes,3,4690,0.21,No
Regal Gardens Lanka,Venues,Gampaha,Budget,74700,4.3,2,25,18.3,Yes,3,3027,0.47,No
Jasmine Hall Lanka,Venues,Colombo,Budget,14800,2.8,4,91,27.4,No,1,11615,0.15,No
Butter & Bloom Cakes,Wedding Cakes,Kegalle,Budget,28400,3.4,6,103,23.7,No,3,2906,0.28,No
Vivid Moments Lanka,Photographers,Colombo,Premium,808600,3.7,2,48,6.2,Yes,3,99503,0.32,No
Celebrate Cakes Lanka,Wedding Cakes,Mullaitivu,Budget,18000,3.5,11,241,17.7,No,1,6623,0.3,No
Sterling Car Hire Lanka,Wedding Cars,Kegalle,Budget,13900,2.7,5,78,13.6,No,2,7395,0.1,No
Sunset Venue Lanka,Venues,Jaffna,Budget,119100,3.3,3,48,28.0,Yes,2,5522,0.23,No
Moments by Kasun,Photographers,Matara,Budget,32800,3.5,12,157,21.4,No,1,5934,0.3,No
Rolls Lanka Motors,Wedding Cars,Kandy,Budget,11900,3.7,2,51,28.9,No,2,1059,0.32,No
Ivory & Gold Decorators,Decorators,Kegalle,Budget,38600,3.5,3,38,31.3,Yes,2,6141,0.26,No
Nimasha Decor Studio,Decorators,Batticaloa,Budget,45300,3.3,5,93,17.6,Yes,2,960,0.23,No
Vibrance Entertainment,Entertainment,Galle,Mid-Range,111100,3.7,14,204,19.7,No,3,16295,0.31,No
Thisari Cake Studio,Wedding Cakes,Jaffna,Budget,8200,3.7,14,214,25.8,No,3,6444,0.31,No
Elegant Tier Cakes,Wedding Cakes,Hambantota,Mid-Range,25100,3.8,1,25,12.5,Yes,3,40934,0.4,No
Sandya Decorators,Decorators,Galle,Budget,34200,3.6,10,158,16.4,No,2,3396,0.28,No
Divya Beauty Lounge,Attire & Beauty,Gampaha,Budget,19000,3.5,11,117,17.3,No,2,5436,0.2,No
Maestro Events Lanka,Entertainment,Mannar,Budget,40900,3.4,4,83,14.1,Yes,1,7159,0.26,No
Delice Cake Lanka,Wedding Cakes,Negombo,Budget,34700,2.9,1,29,22.5,Yes,3,1930,0.24,No
Silver Note Band,Entertainment,Colombo,Budget,144400,3.0,10,129,17.7,Yes,1,8680,0.21,No
Nuwan Photography,Photographers,Kalutara,Budget,16100,2.8,9,121,8.6,No,3,1389,0.15,No
Suwandha Catering,Catering,Badulla,Budget,124200,3.8,3,60,24.3,No,3,7280,0.36,No
Siyara Cake Creations,Wedding Cakes,Colombo,Budget,24400,3.6,7,78,11.9,No,3,9704,0.25,No
Forever Frames Lanka,Photographers,Hambantota,Budget,61700,2.9,9,106,11.7,Yes,1,8105,0.16,No
Kadamba Entertainment,Entertainment,Mannar,Budget,19500,4.0,13,250,34.3,No,1,780,0.31,Yes
Lush Floral Decor,Decorators,Polonnaruwa,Budget,41800,2.9,5,81,27.3,No,3,892,0.12,No
Paradise Decor Lanka,Decorators,Kegalle,Budget,62900,3.2,4,57,10.5,Yes,3,5782,0.26,No
Kasun Decorators,Decorators,Monaragala,Budget,82100,3.5,2,47,16.6,Yes,2,2028,0.22,No
Starlight Decor Events,Decorators,Kandy,Budget,128800,3.6,7,109,15.4,No,2,7693,0.27,No
The Pavilion Lanka,Venues,Kegalle,Mid-Range,254200,3.5,2,30,20.5,Yes,4,29413,0.25,No
Tempo Lanka Band,Entertainment,Mannar,Mid-Range,387700,3.7,1,19,11.0,Yes,3,17422,0.32,No
Amara Banquet Hall,Venues,Kalutara,Mid-Range,67800,3.6,1,12,1.2,No,4,33789,0.3,No
Grand Ceylon Venue,Venues,Kalutara,Budget,73800,3.6,4,94,12.3,No,4,9180,0.29,No
Lens & Light Studio,Photographers,Batticaloa,Budget,45600,4.0,1,17,13.7,Yes,3,6047,0.37,No
Rasa Catering,Catering,Gampaha,Budget,32200,3.5,3,79,13.5,Yes,2,9235,0.28,No
Paper & Petals Lanka,Wedding Invitations,Hambantota,Budget,6100,3.3,12,183,25.5,No,1,6758,0.28,No
Ink & Ivory Invitations,Wedding Invitations,Badulla,Budget,6600,3.4,12,219,22.7,No,2,7186,0.17,No
Malsha Event Decor,Decorators,Galle,Budget,78100,3.1,9,124,16.5,No,1,1538,0.15,No
Flavours of Ceylon,Catering,Matara,Budget,109400,3.0,2,42,25.2,Yes,2,5806,0.17,No
Vibe Events Lanka,Entertainment,Galle,Budget,18500,3.4,11,132,18.3,No,2,7731,0.31,No
The Grand Pavilion Lanka,Venues,Kegalle,Budget,28300,3.4,6,98,23.8,No,3,2937,0.28,No
Crystal Ballroom Lanka,Venues,Hambantota,Budget,34900,3.4,5,103,13.9,No,3,11667,0.2,No
Islandwide Entertainment,Entertainment,Gampaha,Budget,27500,3.1,10,128,32.6,No,2,2111,0.25,No
Prism Photography Lanka,Photographers,Colombo,Budget,21200,3.4,2,57,21.3,No,3,728,0.24,No
Lotus Garden Venue,Venues,Colombo,Mid-Range,434200,3.9,4,70,12.3,No,4,10593,0.37,No
Savoy Car Services,Wedding Cars,Colombo,Budget,18900,3.5,16,244,15.1,No,2,1874,0.31,No
Patisserie Ceylon,Wedding Cakes,Kegalle,Budget,11100,3.2,7,124,5.4,No,3,4385,0.24,No
Thisara Catering,Catering,Badulla,Budget,19200,2.9,17,210,22.7,No,2,3922,0.2,No
Pearl Hall Colombo,Venues,Batticaloa,Budget,54400,4.0,6,58,14.8,No,3,12082,0.41,No
Chitra Stationery Studio,Wedding Invitations,Galle,Budget,3200,3.1,15,144,20.6,No,2,3743,0.23,No
Bridal Wheels Lanka,Wedding Cars,Galle,Budget,8700,3.3,2,21,26.7,No,1,5467,0.18,No
Fusion Beats Lanka,Entertainment,Kegalle,Mid-Range,78000,3.8,2,37,15.7,No,3,22106,0.4,No
Ornate Invites Lanka,Wedding Invitations,Jaffna,Budget,3800,3.2,5,84,12.5,No,2,9716,0.17,No
Nimali Design Studio,Wedding Invitations,Kegalle,Budget,8600,3.3,4,84,11.8,No,1,5929,0.18,No
Sethum Decorators,Decorators,Matale,Mid-Range,433600,3.3,5,75,12.2,No,4,19621,0.28,No
Capture Ceylon,Photographers,Kurunegala,Budget,17300,3.5,3,65,22.5,No,2,1527,0.27,No
Whisk & Frost Lanka,Wedding Cakes,Jaffna,Mid-Range,46500,3.1,13,247,23.1,No,2,30744,0.27,No
Thisara Visual Studio,Photographers,Kalutara,Budget,25100,3.3,11,222,30.8,No,1,5558,0.27,No
Spice Garden Catering,Catering,Gampaha,Premium,958100,3.9,2,48,3.2,Yes,3,50718,0.28,No
Diamond Drive Lanka,Wedding Cars,Kalutara,Budget,10300,2.7,3,62,29.8,No,2,5065,0.16,No
Regal Bloom Decor,Decorators,Mullaitivu,Budget,200400,3.3,11,179,24.0,No,1,7937,0.2,No
Shanth Entertainment,Entertainment,Colombo,Mid-Range,171600,3.8,5,94,21.0,No,3,5016,0.39,No
Bloom Cake Studio,Wedding Cakes,Matara,Budget,9300,2.8,4,41,20.3,No,2,2319,0.16,No
Rhythm Lanka Band,Entertainment,Galle,Mid-Range,256500,4.0,4,55,21.5,No,4,33114,0.35,No
Starlight Entertainment,Entertainment,Ratnapura,Mid-Range,56500,4.0,5,69,24.3,No,4,23522,0.31,No
Amora Cake Boutique,Wedding Cakes,Gampaha,Budget,16800,2.8,7,82,7.0,No,2,5100,0.09,Yes
Regal Feast Catering,Catering,Galle,Budget,147800,2.5,9,96,8.1,No,1,6650,0.14,No
Lakshmi Catering House,Catering,Matara,Mid-Range,298600,3.2,12,233,15.5,No,3,15256,0.23,No
Milestone Photography,Photographers,Kegalle,Budget,139500,3.6,8,124,8.1,No,2,7845,0.27,No
Serenity Resort Venue,Venues,Kalutara,Budget,30200,3.4,5,66,17.4,No,3,6153,0.2,No
Hasini Bridal Fashion,Attire & Beauty,Matale,Mid-Range,81600,3.8,4,49,7.0,No,5,23767,0.27,No
Noble Fleet Lanka,Wedding Cars,Colombo,Budget,11900,3.1,10,202,18.3,No,3,6132,0.14,No
Anoma Cake House,Wedding Cakes,Galle,Budget,13000,2.5,4,103,11.2,No,1,4417,0.1,No
Golden Hour Lanka,Photographers,Hambantota,Budget,102400,3.5,5,117,5.6,No,2,11918,0.22,No
Chauffeur Lanka,Wedding Cars,Polonnaruwa,Budget,9700,3.8,12,179,21.8,No,1,3545,0.28,Yes
Classy Auto Weddings,Wedding Cars,Kurunegala,Budget,11200,3.4,7,116,19.7,No,1,5299,0.29,No
Golden Spoon Catering,Catering,Kurunegala,Budget,183100,3.1,6,93,16.6,No,1,4933,0.25,No
Melody Makers Lanka,Entertainment,Nuwara Eliya,Budget,53900,3.1,7,81,14.7,No,2,2099,0.18,No
Royal Kitchen Catering,Catering,Hambantota,Budget,182600,3.3,2,26,32.9,No,2,4042,0.27,No
Amara Decor Lanka,Decorators,Colombo,Budget,99300,3.2,14,212,11.5,No,3,6321,0.22,No
Sweet Layers Lanka,Wedding Cakes,Batticaloa,Budget,14600,2.7,4,48,15.9,No,3,6517,0.12,No
Sugar & Spice Cakes Lanka,Wedding Cakes,Mullaitivu,Mid-Range,58400,3.4,6,55,16.2,No,4,20827,0.21,No
Floral Bliss Decorators,Decorators,Mullaitivu,Budget,146900,4.4,3,40,20.2,No,2,1533,0.46,No
Shutter & Soul Photography,Photographers,Jaffna,Mid-Range,217100,3.2,2,62,18.3,No,4,1613,0.26,No
Sachith Photography,Photographers,Kurunegala,Budget,23200,3.7,13,229,24.6,No,2,5749,0.28,No
Cloud Nine Cakes,Wedding Cakes,Negombo,Budget,49200,3.7,2,33,5.4,No,4,16506,0.29,No
Frame Perfect Lanka,Photographers,Matara,Mid-Range,213100,3.9,5,50,13.5,No,2,43886,0.35,No
Kaushi Cake Studio,Wedding Cakes,Batticaloa,Budget,13200,3.0,3,60,12.1,Yes,1,4113,0.15,No
Thisaru Decor Studio,Decorators,Jaffna,Mid-Range,195400,3.3,9,155,21.4,Yes,5,9578,0.22,No
Blush Print Lanka,Wedding Invitations,Matara,Mid-Range,48900,2.6,5,46,10.1,Yes,4,23642,0.13,No
Live Beat Productions,Entertainment,Galle,Budget,76100,3.0,8,75,18.9,Yes,1,11671,0.15,No
Royal Script Invitations,Wedding Invitations,Galle,Mid-Range,16200,3.3,2,49,10.3,No,2,28799,0.18,No
Eden Event Decor,Decorators,Gampaha,Budget,82600,3.3,1,42,27.4,No,1,5666,0.3,Yes
Forever Drive Lanka,Wedding Cars,Mannar,Mid-Range,33700,3.1,5,78,19.8,No,2,12809,0.16,No
Velvet Crumb Cakes,Wedding Cakes,Mullaitivu,Budget,14300,3.0,13,187,29.5,No,1,1822,0.19,No
Eden Stationery Lanka,Wedding Invitations,Hambantota,Budget,9300,3.0,5,69,11.8,Yes,2,3253,0.22,No
Savor Lanka Catering,Catering,Batticaloa,Budget,43800,2.9,8,156,22.7,No,1,6200,0.15,Yes
Emerald Garden Lanka,Venues,Batticaloa,Budget,113400,2.8,4,37,10.6,No,2,731,0.06,No
Island Sweet Creations,Wedding Cakes,Kurunegala,Budget,14200,3.6,12,227,11.0,No,1,2800,0.3,Yes
Ivory Wheels Lanka,Wedding Cars,Trincomalee,Budget,14600,2.5,3,77,25.3,No,2,2561,0.08,No
Chamara Decorators,Decorators,Hambantota,Mid-Range,174100,3.6,11,119,11.5,No,2,34646,0.27,No
The Royal Banquet Hall,Venues,Puttalam,Mid-Range,60100,3.6,6,108,14.4,Yes,2,15120,0.34,Yes
Vision Studio Lanka,Photographers,Kalutara,Budget,71500,3.0,3,94,19.6,No,2,9850,0.19,No
Luxe Decor Lanka,Decorators,Monaragala,Mid-Range,120800,3.1,2,35,8.9,No,4,18847,0.23,No
Eternity Shots,Photographers,Nuwara Eliya,Budget,34100,3.6,7,94,14.1,No,3,13720,0.26,No
Serendib Auto Lanka,Wedding Cars,Kalutara,Mid-Range,44000,3.3,3,49,20.1,Yes,2,15632,0.23,No
Serenade Entertainment,Entertainment,Badulla,Budget,75100,3.3,12,234,17.7,No,1,4864,0.28,No
Dimuth Photography,Photographers,Kegalle,Budget,41300,3.5,6,58,14.9,No,2,9046,0.32,No
Harmony Events Lanka,Entertainment,Jaffna,Mid-Range,78200,3.7,1,14,17.4,No,4,17348,0.29,No
Araliya Catering,Catering,Galle,Budget,41300,2.7,3,33,17.4,No,2,9323,0.21,Yes
Pristine Event Decor,Decorators,Colombo,Budget,36600,3.4,5,78,9.0,No,3,1875,0.3,No
Bloom & Blossom Decor,Decorators,Kegalle,Budget,82200,3.3,12,98,22.9,No,1,2444,0.21,No
Regal Tier Cakes,Wedding Cakes,Galle,Budget,20400,3.1,8,104,23.0,Yes,1,13115,0.18,No
Candid Moments Lanka,Photographers,Matale,Budget,51100,3.5,15,226,8.7,No,2,7810,0.27,No
Gold Leaf Invitations,Wedding Invitations,Badulla,Budget,9800,3.1,11,106,16.1,No,2,2247,0.16,No
Infinite Lens Studio,Photographers,Jaffna,Budget,36100,3.2,8,111,26.9,No,1,1083,0.21,No
Ravindu Photography,Photographers,Kurunegala,Budget,57900,3.5,1,16,17.9,No,2,4472,0.27,No
Chamindi Cake House,Wedding Cakes,Kalutara,Budget,12900,3.4,7,150,8.9,No,3,4379,0.3,No
Crescendo Band Lanka,Entertainment,Jaffna,Budget,30700,3.2,2,44,11.7,No,2,7534,0.2,No
Lotus Flower Decorators,Decorators,Jaffna,Mid-Range,125600,3.6,6,106,14.5,No,3,3559,0.27,No
Enchanted Events Lanka,Decorators,Kurunegala,Mid-Range,126700,3.7,1,28,8.4,No,4,22093,0.3,No
Kavisha Beauty Studio,Attire & Beauty,Gampaha,Budget,19900,3.1,15,240,29.8,No,3,7527,0.17,No
First Class Limo Lanka,Wedding Cars,Colombo,Budget,32600,4.2,2,48,8.2,No,1,4742,0.44,No
Velvet Touch Cards Lanka,Wedding Invitations,Batticaloa,Mid-Range,31200,3.5,2,32,18.0,Yes,4,10044,0.31,No
Prestige Drive Lanka,Wedding Cars,Gampaha,Mid-Range,48100,3.4,15,311,6.7,No,3,21927,0.17,No
Nalin Visual Arts,Photographers,Monaragala,Budget,63300,3.2,12,221,10.5,No,3,12274,0.22,No
Radiant Decor Studio,Decorators,Kalutara,Budget,30200,3.6,1,23,11.6,No,1,6602,0.29,No
Crystal Clear Photography,Photographers,Jaffna,Budget,29200,3.1,10,137,21.4,No,1,1538,0.17,No
Serenity Decorators,Decorators,Mannar,Mid-Range,99300,3.2,9,122,15.2,No,2,5955,0.21,No
Sudu Nelum Catering,Catering,Negombo,Mid-Range,115400,3.0,1,22,8.3,Yes,4,6449,0.2,No
Sapphire Decor Lanka,Decorators,Mannar,Budget,53300,3.5,8,89,12.9,No,1,7893,0.33,No
Sunil Perera Entertainment,Entertainment,Colombo,Mid-Range,160300,3.9,1,19,8.4,No,5,28386,0.39,No
Crystal Car Hire,Wedding Cars,Jaffna,Budget,14000,3.6,7,159,26.4,No,1,853,0.39,No
Sapphire Banquet Lanka,Venues,Kalutara,Mid-Range,394400,3.2,13,186,17.0,No,4,4932,0.25,No
Heritage Catering Lanka,Catering,Hambantota,Budget,36100,3.2,5,86,18.1,No,2,4077,0.22,No
Viceroy Motors Lanka,Wedding Cars,Gampaha,Budget,15800,3.0,16,250,24.4,No,1,5561,0.14,No
Groove Island Band,Entertainment,Galle,Budget,144300,3.8,3,42,23.9,No,3,2850,0.27,No
Chaminda Lens Studio,Photographers,Mullaitivu,Mid-Range,78900,3.5,2,47,18.3,Yes,4,23511,0.26,No
Celebration Sounds Lanka,Entertainment,Colombo,Budget,30000,3.1,4,88,7.7,No,2,4738,0.14,No
Danidu Catering,Catering,Matara,Budget,43200,3.5,4,61,23.3,No,2,4829,0.33,No
Dulari Bridal World,Attire & Beauty,Polonnaruwa,Mid-Range,94100,3.6,2,36,15.9,No,2,24421,0.27,No
Pulse Entertainment,Entertainment,Colombo,Budget,80600,3.5,9,148,25.2,No,2,2272,0.29,No
Royal Melodies Lanka,Entertainment,Kegalle,Budget,19400,3.8,14,250,33.1,No,1,773,0.3,No
Dream Decor Creations,Decorators,Kandy,Mid-Range,93000,3.9,9,100,20.3,No,4,17290,0.34,No
Graceful Rides Lanka,Wedding Cars,Kegalle,Budget,14500,3.5,12,211,18.9,No,1,2315,0.33,No
Alegria Entertainment,Entertainment,Galle,Budget,40500,3.8,7,92,9.6,Yes,1,7508,0.29,No
Lakna Print Studio,Wedding Invitations,Nuwara Eliya,Mid-Range,41500,3.3,7,104,14.3,Yes,4,9089,0.24,No
Island Paradise Venue,Venues,Gampaha,Budget,128600,3.1,2,32,19.3,No,3,4781,0.19,No
Blossom Bake Studio,Wedding Cakes,Hambantota,Budget,8600,2.7,4,46,30.4,No,1,6589,0.12,No
Nelum Decorators,Decorators,Jaffna,Budget,110600,2.7,6,84,19.9,No,1,1705,0.11,No
Heaven's Gate Venue,Venues,Galle,Mid-Range,208200,4.2,5,95,15.4,No,2,44888,0.35,No
DJ Kasun Events,Entertainment,Negombo,Budget,82700,3.2,10,175,21.2,No,2,1617,0.19,No
Prasanna Catering Services,Catering,Mullaitivu,Budget,152800,2.9,11,174,26.3,No,2,6246,0.15,No
Elegant Touch Decor,Decorators,Kandy,Budget,33000,3.1,6,106,14.3,No,3,595,0.14,No
True Story Photography,Photographers,Gampaha,Budget,70000,3.4,5,76,17.9,No,3,5001,0.25,No
Elite Fleet Lanka,Wedding Cars,Gampaha,Budget,8900,3.1,15,250,8.8,No,1,5746,0.22,No
Crafted With Love Lanka,Wedding Invitations,Kegalle,Budget,14900,3.5,2,48,22.1,Yes,1,7005,0.32,No
Pearl Catering,Catering,Mannar,Budget,191900,3.5,8,139,15.3,No,2,6167,0.28,No
The Orchid Hall Lanka,Venues,Matara,Mid-Range,457400,2.9,15,186,17.3,No,4,5168,0.2,No
Elegance Print Lanka,Wedding Invitations,Hambantota,Budget,5900,3.4,13,191,16.0,No,2,8173,0.22,No
Amara Frames Lanka,Photographers,Kurunegala,Budget,16700,2.6,12,184,18.3,No,1,4241,0.08,No
Rustic Charm Invites,Wedding Invitations,Jaffna,Budget,6600,3.5,11,167,6.5,No,3,6944,0.23,No
Suyama Car Services,Wedding Cars,Gampaha,Mid-Range,31500,3.7,5,119,20.6,No,2,27049,0.29,No
Island Beats Lanka,Entertainment,Kalutara,Budget,71700,3.2,3,84,9.7,No,2,9571,0.22,No
Celebration Craft Lanka,Decorators,Anuradhapura,Mid-Range,207600,3.3,2,47,14.3,No,3,19033,0.25,No
Amoda Catering,Catering,Gampaha,Budget,149300,3.9,6,83,17.2,No,3,4147,0.31,No
Glow Events Decor,Decorators,Hambantota,Budget,132100,3.6,5,52,16.9,No,2,8513,0.28,No
Soundwave Entertainment,Entertainment,Puttalam,Mid-Range,57500,4.1,2,32,21.5,No,4,24335,0.36,No
Glimpse Photography,Photographers,Badulla,Mid-Range,114800,4.3,4,77,22.2,No,2,17610,0.39,No
Nayana Catering,Catering,Colombo,Budget,174800,3.2,4,67,12.2,Yes,1,3996,0.16,No
Premier Events Lanka,Entertainment,Galle,Budget,26800,3.2,4,71,15.4,Yes,2,1709,0.2,No
Sunrise Catering Lanka,Catering,Hambantota,Budget,198900,3.6,3,59,15.2,Yes,3,2318,0.36,No
Delight Cakes Lanka,Wedding Cakes,Gampaha,Mid-Range,37100,3.3,3,89,20.3,No,2,36744,0.21,No
Regal Capture Lanka,Photographers,Galle,Budget,50600,3.8,6,109,18.2,No,2,2633,0.29,No
Malisha Cake Designs,Wedding Cakes,Kegalle,Budget,9200,2.7,4,44,19.2,No,2,2253,0.11,No
Suresh Visual Studio,Photographers,Hambantota,Budget,119600,3.4,15,282,20.7,No,3,2522,0.26,No
Dinemore Catering,Catering,Gampaha,Mid-Range,440300,3.2,6,91,16.0,No,4,15588,0.24,No
Petal & Vine Decorators,Decorators,Kurunegala,Budget,23500,2.8,14,134,16.6,No,1,6750,0.13,No
Sundara Cake Studio,Wedding Cakes,Galle,Budget,19900,2.8,1,31,8.2,No,1,3754,0.21,No
Bridal Fleet Lanka,Wedding Cars,Anuradhapura,Budget,15400,3.5,15,210,15.9,No,3,9442,0.3,No
Seyli Bridal Couture,Attire & Beauty,Colombo,Budget,35000,2.9,5,47,18.8,Yes,2,11404,0.14,Yes
Chaminda Catering,Catering,Kandy,Budget,103100,2.7,13,237,13.6,No,2,5960,0.15,No
Royal Icing Lanka,Wedding Cakes,Gampaha,Budget,14600,3.0,6,67,9.2,No,3,6360,0.2,No
Euphoria Band Lanka,Entertainment,Colombo,Mid-Range,115800,4.4,3,53,22.8,No,2,17904,0.39,No
Pearl Auto Lanka,Wedding Cars,Hambantota,Budget,19800,3.1,6,125,12.3,No,1,742,0.26,Yes
Nilaveli Bay Resort,Venues,Nuwara Eliya,Budget,24300,3.9,6,104,8.4,No,1,1377,0.29,No
Luxury Rides Lanka,Wedding Cars,Jaffna,Budget,18300,3.5,3,65,26.0,No,3,7400,0.22,No
Nishantha Catering House,Catering,Jaffna,Mid-Range,212700,3.9,3,37,17.3,No,3,9787,0.33,No
Bloom Stationery Lanka,Wedding Invitations,Kandy,Budget,6600,3.4,11,162,8.3,No,3,6956,0.22,No
Royal Elegance Decor,Decorators,Polonnaruwa,Budget,30400,3.2,12,232,17.9,No,2,7921,0.18,No
Glam Lanka Bridal Studio,Attire & Beauty,Colombo,Budget,28400,3.2,3,30,32.2,No,2,8168,0.12,No
Dawn Light Photography,Photographers,Galle,Budget,41900,3.1,9,123,27.7,Yes,3,4909,0.22,No
Nimasha Bridal Studio,Attire & Beauty,Matale,Budget,27000,2.8,9,205,9.5,No,2,7645,0.14,No
Gala Events Sri Lanka,Entertainment,Colombo,Mid-Range,324500,3.7,2,50,9.6,No,4,14214,0.26,No
Lakeside Manor Lanka,Venues,Colombo,Budget,52000,4.0,9,107,18.5,No,2,5294,0.32,No
Sanda Catering Lanka,Catering,Mannar,Budget,16100,3.4,8,80,14.1,No,2,2216,0.22,No
Sweet Creations Lanka,Wedding Cakes,Jaffna,Budget,8200,3.8,14,208,24.8,No,3,6426,0.3,No
Imara Lens Works,Photographers,Monaragala,Mid-Range,226400,3.6,7,125,18.9,Yes,5,5671,0.26,No
Ivory & Gold Decorators,Decorators,Galle,Mid-Range,461900,3.0,9,143,18.2,No,4,12179,0.16,No
Nimasha Decor Studio,Decorators,Batticaloa,Budget,56500,2.9,3,55,31.2,No,1,768,0.14,No
Pearl Paper Studio,Wedding Invitations,Galle,Budget,3400,3.0,12,220,22.1,No,1,3478,0.26,No
Fiesta Entertainment Lanka,Entertainment,Kandy,Budget,80000,3.6,5,69,10.2,No,3,7589,0.24,No
Malki Beauty Lounge,Attire & Beauty,Mullaitivu,Budget,41400,3.3,8,127,20.7,No,2,951,0.21,No
